geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
23030,KDM4B,0.61,0.46,1.00,"Epigenetic regulator",DTO_05007378,71,54
23049,SMG1,0.58,0.81,1.00,Kinase,DTO_03300101,90,67
23054,NCOA6,0.65,0.73,1.00,"Nucleic acid binding",DTO_05007557,64,52
23064,SETX,0.57,0.73,0.95,Enzyme,DTO_05007624,133,99
23089,PEG10,0.60,0.62,0.87,NULL,NULL,75,58
23095,KIF1B,0.52,0.81,1.00,"Cellular structure",DTO_05007530,213,190
23101,MCF2L2,0.63,0.58,0.00,Signaling,DTO_05007599,60,72
23135,KDM6B,0.51,0.81,1.00,"Epigenetic regulator",DTO_05007378,173,100
23136,EPB41L3,0.62,0.62,0.00,NULL,NULL,63,68
23152,CIC,0.52,0.69,1.00,NULL,NULL,141,125
23158,TBC1D9,0.40,0.85,0.00,Enzyme,DTO_05007624,491,1212
23164,MPRIP,0.56,0.89,0.98,"Enzyme modulator",DTO_05007584,113,137
23175,LPIN1,0.60,0.69,0.00,NULL,NULL,86,70
23205,ACSBG1,0.60,0.65,0.00,Enzyme,DTO_05007624,73,58
23209,MLC1,0.59,0.77,0.00,"Ion channel",DTO_01300327,87,119
23213,SULF1,0.59,0.54,0.00,Enzyme,DTO_05007624,83,60
23218,NBEAL2,0.62,0.77,0.06,NULL,NULL,78,76
23236,PLCB1,0.60,0.65,0.98,Enzyme,DTO_05007624,107,58
23237,ARC,0.57,0.77,0.59,NULL,NULL,101,83
23239,PHLPP1,0.60,0.65,1.00,"Epigenetic regulator",DTO_05007378,73,53
23261,CAMTA1,0.60,0.62,1.00,"Transcription factor",DTO_05007542,112,66
23263,MCF2L,0.56,0.77,0.00,Signaling,DTO_05007599,124,210
23274,CLEC16A,0.61,0.65,0.28,NULL,NULL,67,103
23286,WWC1,0.61,0.69,0.00,NULL,NULL,71,64
23291,FBXW11,0.63,0.46,0.98,NULL,NULL,56,108
23308,ICOSLG,0.60,0.65,0.00,NULL,NULL,69,63
23314,SATB2,0.50,0.77,1.00,"Transcription factor",DTO_05007542,233,150
23326,USP22,0.61,0.54,0.55,Enzyme,DTO_05007624,65,69
23327,NEDD4L,0.57,0.73,1.00,Enzyme,DTO_05007624,108,73
23336,SYNM,0.58,0.73,0.00,NULL,NULL,93,75
23345,SYNE1,0.51,0.85,0.00,NULL,NULL,237,113
23368,PPP1R13B,0.60,0.69,1.00,"Enzyme modulator",DTO_05007584,70,61
23373,CRTC1,0.57,0.69,0.53,"Transcription factor",DTO_05007542,115,144
23385,NCSTN,0.67,0.46,1.00,NULL,NULL,40,56
23394,ADNP,0.56,0.81,1.00,NULL,NULL,171,52
23400,ATP13A2,0.57,0.58,0.00,NULL,NULL,160,130
23405,DICER1,0.45,0.85,1.00,Enzyme,DTO_05007624,302,325
23406,COTL1,0.62,0.54,0.04,"Cellular structure",DTO_05007530,62,61
23410,SIRT3,0.49,0.73,0.00,"Epigenetic regulator",DTO_05007378,227,322
23411,SIRT1,0.38,0.89,0.09,"Epigenetic regulator",DTO_05007378,675,1560
23414,ZFPM2,0.57,0.73,1.00,"Transcription factor",DTO_05007542,142,83
23417,MLYCD,0.62,0.77,0.00,NULL,NULL,79,54
23418,CRB1,0.57,0.65,0.00,NULL,NULL,116,129
23435,TARDBP,0.49,0.81,0.99,NULL,NULL,245,1170
23451,SF3B1,0.51,0.73,1.00,"Nucleic acid binding",DTO_05007557,200,282
23452,ANGPTL2,0.55,0.73,0.00,Signaling,DTO_05007599,125,119
23462,HEY1,0.55,0.69,0.05,"Transcription factor",DTO_05007542,110,52
23471,TRAM1,0.61,0.65,0.93,NULL,NULL,74,142
23476,BRD4,0.45,0.89,1.00,"Epigenetic regulator",DTO_05007378,335,466
23493,HEY2,0.57,0.73,0.89,"Transcription factor",DTO_05007542,93,56
23495,TNFRSF13B,0.56,0.77,0.00,NULL,NULL,137,126
23512,SUZ12,0.53,0.58,1.00,"Nucleic acid binding",DTO_05007557,165,111
23522,KAT6B,0.53,0.73,1.00,Enzyme,DTO_05007624,208,52
23523,CABIN1,0.54,0.85,0.00,"Enzyme modulator",DTO_05007584,136,191
23524,SRRM2,0.56,0.69,1.00,NULL,NULL,101,132
23532,PRAME,0.53,0.58,0.00,NULL,NULL,134,118
23541,SEC14L2,0.49,0.89,0.00,NULL,NULL,198,252
23543,RBFOX2,0.59,0.85,1.00,"Nucleic acid binding",DTO_05007557,80,59
23566,LPAR3,0.51,0.92,0.68,"G-protein coupled receptor",DTO_02300001,194,243
23569,PADI4,0.49,0.81,0.00,NULL,NULL,196,265
23576,DDAH1,0.60,0.62,0.00,Enzyme,DTO_05007624,73,62
23583,SMUG1,0.32,0.92,0.00,NULL,NULL,1034,2044
23586,DDX58,0.53,0.81,0.00,NULL,NULL,144,225
23600,AMACR,0.51,0.77,0.03,NULL,NULL,179,175
23604,DAPK2,0.54,0.69,0.00,Kinase,DTO_03300101,130,168
23607,CD2AP,0.56,0.73,0.23,NULL,NULL,113,109
23621,BACE1,0.56,0.77,0.88,Enzyme,DTO_05007624,120,578
23636,NUP62,0.47,0.89,0.95,Transporter,DTO_05007405,273,322
23642,SNHG1,0.58,0.69,NULL,NULL,NULL,83,80
23650,TRIM29,0.61,0.65,0.00,NULL,NULL,70,52
23657,SLC7A11,0.60,0.69,0.00,Transporter,DTO_05007405,72,65
23659,PLA2G15,0.52,0.77,0.38,Enzyme,DTO_05007624,170,216
23671,TMEFF2,0.62,0.50,0.00,"Enzyme modulator",DTO_05007584,63,57
23677,SH3BP4,0.59,0.69,0.00,NULL,NULL,74,64
23705,CADM1,0.49,0.77,0.66,NULL,NULL,205,198
23746,AIPL1,0.64,0.35,0.00,Chaperone,DTO_05007613,65,60
23765,IL17RA,0.53,0.81,0.00,NULL,NULL,159,117
23771,DIANPH,0.68,0.50,NULL,NULL,NULL,35,70
24145,PANX1,0.58,0.85,0.00,"Ion channel",DTO_01300327,107,72
25792,CIZ1,0.62,0.50,0.06,NULL,NULL,80,64
25793,FBXO7,0.65,0.77,0.00,NULL,NULL,76,54
25797,QPCT,0.57,0.73,0.00,Enzyme,DTO_05007624,94,105
25801,GCA,0.59,0.73,0.00,NULL,NULL,87,68
25803,SPDEF,0.62,0.62,0.97,"Transcription factor",DTO_05007542,66,74
25816,TNFAIP8,0.60,0.50,0.38,NULL,NULL,77,58
25818,KLK5,0.62,0.46,0.01,Enzyme,DTO_05007624,59,56
25824,PRDX5,0.52,0.81,0.00,NULL,NULL,153,193
25833,POU2F3,0.63,0.73,0.00,NULL,NULL,56,55
25836,NIPBL,0.52,0.81,1.00,"Nucleic acid binding",DTO_05007557,225,120
25855,BRMS1,0.60,0.62,0.00,NULL,NULL,72,94
25859,PART1,0.48,0.89,NULL,NULL,NULL,250,233
25870,SUMF2,0.62,0.77,0.00,NULL,NULL,59,82
25897,RNF19A,0.40,0.92,0.03,Enzyme,DTO_05007624,523,1040
25913,POT1,0.56,0.73,0.85,"Nucleic acid binding",DTO_05007557,107,70
25928,SOSTDC1,0.59,0.81,0.16,NULL,NULL,83,54
25937,WWTR1,0.53,0.62,0.94,"Enzyme modulator",DTO_05007584,134,136
25939,SAMHD1,0.55,0.77,0.00,NULL,NULL,169,145
25970,SH2B1,0.57,0.73,0.97,NULL,NULL,140,78
25974,MMACHC,0.64,0.62,0.00,NULL,NULL,76,74
25978,CHMP2B,0.54,0.73,0.00,NULL,NULL,177,130
26018,LRIG1,0.60,0.54,0.04,Receptor,DTO_05007575,83,80
26033,ATRNL1,0.55,0.77,1.00,"Enzyme modulator",DTO_05007584,117,130
26038,CHD5,0.60,0.50,1.00,NULL,NULL,64,50
26040,SETBP1,0.50,0.81,1.00,NULL,NULL,257,97
26047,CNTNAP2,0.53,0.85,0.00,NULL,NULL,203,168
26052,DNM3,0.72,0.46,0.00,"Enzyme modulator",DTO_05007584,48,51
26053,AUTS2,0.57,0.85,1.00,NULL,NULL,149,54
26073,POLDIP2,0.40,0.92,0.41,NULL,NULL,530,1048
26119,LDLRAP1,0.64,0.54,0.00,Signaling,DTO_05007599,64,65
26121,PRPF31,0.53,0.73,0.98,"Nucleic acid binding",DTO_05007557,150,185
26154,ABCA12,0.61,0.65,0.00,Transporter,DTO_05007405,85,56
26155,NOC2L,0.59,0.73,0.00,NULL,NULL,80,177
26191,PTPN22,0.44,0.85,0.00,NULL,NULL,400,663
26227,PHGDH,0.48,0.89,0.00,Enzyme,DTO_05007624,288,136
26269,FBXO8,0.65,0.69,0.49,NULL,NULL,49,51
26278,SACS,0.61,0.65,0.00,NULL,NULL,106,93
26291,FGF21,0.49,0.77,0.03,Signaling,DTO_05007599,236,400
26353,HSPB8,0.57,0.58,0.04,NULL,NULL,122,75
26354,GNL3,0.58,0.58,0.00,NULL,NULL,87,62
26471,NUPR1,0.61,0.62,0.00,NULL,NULL,68,59
26503,SLC17A5,0.49,0.81,0.00,Transporter,DTO_05007405,252,361
26524,LATS2,0.55,0.65,0.99,Kinase,DTO_03300101,106,105
26525,IL36RN,0.64,0.54,0.00,NULL,NULL,47,65
26580,BSCL2,0.55,0.69,0.00,NULL,NULL,221,116
26585,GREM1,0.51,0.81,0.47,NULL,NULL,179,132
26762,HAVCR1,0.49,0.89,0.00,NULL,NULL,217,336
26871,RNU1-1,0.61,0.73,NULL,NULL,NULL,66,76
27022,FOXD3,0.59,0.69,0.58,"Transcription factor",DTO_05007542,78,53
27032,ATP2C1,0.66,0.42,1.00,Transporter,DTO_05007405,45,111
27034,ACAD8,0.51,0.89,0.00,Enzyme,DTO_05007624,203,533
27035,NOX1,0.54,0.81,0.00,NULL,NULL,142,135
27036,SIGLEC7,0.54,0.85,0.00,Receptor,DTO_05007575,137,137
27040,LAT,0.55,0.73,0.01,NULL,NULL,124,109
27043,PELP1,0.61,0.58,1.00,NULL,NULL,64,65
27044,SND1,0.58,0.77,0.98,"Transcription factor",DTO_05007542,101,77
27074,LAMP3,0.56,0.69,0.00,Transporter,DTO_05007405,104,134
27086,FOXP1,0.46,0.81,1.00,NULL,NULL,317,256
27087,B3GAT1,0.49,0.77,0.14,Enzyme,DTO_05007624,199,179
27113,BBC3,0.52,0.77,0.00,NULL,NULL,157,178
27122,DKK3,0.50,0.73,0.00,NULL,NULL,186,190
27161,AGO2,0.50,0.89,1.00,NULL,NULL,186,194
27163,NAAA,0.58,0.69,0.00,Enzyme,DTO_05007624,90,57
27165,GLS2,0.60,0.54,0.00,Enzyme,DTO_05007624,85,60
27178,IL37,0.46,0.85,0.00,NULL,NULL,280,380
27185,DISC1,0.55,0.77,0.00,NULL,NULL,136,344
27190,IL17B,0.55,0.77,0.03,NULL,NULL,116,110
27232,GNMT,0.63,0.46,0.00,NULL,NULL,57,56
27239,GPR162,0.63,0.65,0.01,"G-protein coupled receptor",DTO_02300001,51,53
27250,PDCD4,0.49,0.77,0.00,"Nucleic acid binding",DTO_05007557,198,301
27295,PDLIM3,0.55,0.77,0.00,"Cellular structure",DTO_05007530,118,132
27303,RBMS3,0.55,0.69,0.21,NULL,NULL,116,152
27306,HPGDS,0.39,0.92,0.00,NULL,NULL,570,1345
27319,BHLHE22,0.60,0.69,0.80,Enzyme,DTO_05007624,67,56
27324,TOX3,0.64,0.54,1.00,NULL,NULL,49,76
27329,ANGPTL3,0.58,0.58,0.00,Signaling,DTO_05007599,81,82
27342,RABGEF1,0.55,0.73,0.00,"Enzyme modulator",DTO_05007584,122,113
27347,STK39,0.67,0.50,1.00,Kinase,DTO_03300101,38,51
27349,MCAT,0.52,0.81,0.00,NULL,NULL,147,159
27351,DESI1,0.61,0.65,0.01,Enzyme,DTO_05007624,65,51
27352,SGSM3,0.47,0.81,0.00,Enzyme,DTO_05007624,259,399
27429,HTRA2,0.54,0.69,0.00,NULL,NULL,151,97
27436,EML4,0.57,0.58,0.00,NULL,NULL,100,311
28234,SLCO1B3,0.59,0.77,0.00,Transporter,DTO_05007405,87,85
28309,IGHV3OR16-7,0.57,0.65,NULL,NULL,NULL,98,311
28402,IGHV3-69-1,0.56,0.65,NULL,NULL,NULL,102,384
28421,IGHV3-52,0.67,0.42,NULL,NULL,NULL,37,50
28471,IGHV1-12,0.57,0.65,NULL,NULL,NULL,89,120
28514,DLL1,0.49,0.81,1.00,NULL,NULL,212,170
28954,REM1,0.53,0.89,0.00,NULL,NULL,177,263
28956,LAMTOR2,0.54,0.81,0.20,NULL,NULL,129,110
28982,FLVCR1,0.53,0.89,0.00,Transporter,DTO_05007405,188,171
28984,RGCC,0.60,0.77,0.00,NULL,NULL,81,80
28985,MCTS1,0.55,0.69,0.87,Receptor,DTO_05007575,109,125
28996,HIPK2,0.57,0.73,1.00,Kinase,DTO_03300101,102,71
28999,KLF15,0.59,0.65,0.49,"Nucleic acid binding",DTO_05007557,80,53
29072,SETD2,0.42,0.85,1.00,"Epigenetic regulator",DTO_05007378,447,840
29102,DROSHA,0.60,0.69,0.09,Enzyme,DTO_05007624,77,64
29107,NXT1,0.51,0.73,0.65,NULL,NULL,178,206
29108,PYCARD,0.46,0.81,0.00,Enzyme,DTO_05007624,294,300
29110,TBK1,0.51,0.85,0.08,Kinase,DTO_03300101,207,175
29116,MYLIP,0.58,0.69,0.18,NULL,NULL,79,66
29119,CTNNA3,0.61,0.69,0.00,"Cellular structure",DTO_05007530,73,63
29123,ANKRD11,0.56,0.81,1.00,NULL,NULL,177,59
29126,CD274,0.32,0.92,0.02,Receptor,DTO_05007575,1011,4359
29128,UHRF1,0.54,0.69,NULL,NULL,NULL,125,127
29843,SENP1,0.59,0.65,0.99,Enzyme,DTO_05007624,79,64
29851,ICOS,0.50,0.73,0.03,NULL,NULL,193,180
29881,NPC1L1,0.66,0.42,0.00,Transporter,DTO_05007405,40,57
29904,EEF2K,0.64,0.39,0.00,Kinase,DTO_03300101,52,54
29919,RMC1,0.56,0.73,0.99,NULL,NULL,110,102
29949,IL19,0.56,0.77,0.00,NULL,NULL,103,84
29968,PSAT1,0.48,0.85,0.00,NULL,NULL,285,1020
29974,A1CF,0.60,0.69,0.00,NULL,NULL,71,65
29978,UBQLN2,0.66,0.46,0.85,NULL,NULL,59,57
30008,EFEMP2,0.56,0.69,0.01,"Calcium-binding protein",DTO_05007616,126,62
30009,TBX21,0.54,0.81,1.00,"Transcription factor",DTO_05007542,124,120
30012,TLX3,0.67,0.46,0.26,NULL,NULL,34,54
30061,SLC40A1,0.57,0.73,0.99,Transporter,DTO_05007405,101,153
30813,VSX1,0.58,0.69,0.04,NULL,NULL,95,114
30816,ERVW-1,0.51,0.69,NULL,NULL,NULL,193,529
30817,ADGRE2,0.58,0.62,0.00,"G-protein coupled receptor",DTO_02300001,86,55
30818,KCNIP3,0.63,0.65,0.04,"Ion channel",DTO_01300327,60,61
30835,CD209,0.63,0.77,0.00,Receptor,DTO_05007575,57,77
50484,RRM2B,0.53,0.77,0.00,Enzyme,DTO_05007624,238,63
50485,SMARCAL1,0.60,0.65,0.00,NULL,NULL,109,68
50489,CD207,0.63,0.69,0.00,Receptor,DTO_05007575,50,57
50506,DUOX2,0.53,0.77,0.00,Enzyme,DTO_05007624,150,167
50507,NOX4,0.47,0.89,0.00,Enzyme,DTO_05007624,260,336
50514,DELEC1,0.57,0.69,0.00,NULL,NULL,92,79
50604,IL20,0.56,0.77,0.00,NULL,NULL,111,87
50615,IL21R,0.55,0.73,1.00,Receptor,DTO_05007575,110,81
50616,IL22,0.39,0.89,0.00,NULL,NULL,551,886
50628,GEMIN4,0.57,0.81,0.00,NULL,NULL,101,78
50639,MBL3P,0.52,0.77,NULL,NULL,NULL,152,158
50652,PCA3,0.66,0.62,NULL,NULL,NULL,42,138
50807,ASAP1,0.56,0.81,1.00,NULL,NULL,112,100
50808,AK3,0.69,0.46,0.00,Kinase,DTO_03300101,32,106
50848,F11R,0.54,0.73,0.00,NULL,NULL,127,99
50852,TRAT1,0.62,0.69,0.06,NULL,NULL,64,74
50941,IBD5,0.71,0.54,NULL,NULL,NULL,21,56
50943,FOXP3,0.37,0.85,0.99,NULL,NULL,688,1464
50945,TBX22,0.60,0.58,0.98,"Transcription factor",DTO_05007542,72,64
50964,SOST,0.47,0.81,0.87,NULL,NULL,270,319
51008,ASCC1,0.50,0.85,0.00,NULL,NULL,209,207
51009,DERL2,0.62,0.62,0.96,Receptor,DTO_05007575,60,50
51010,EXOSC3,0.61,0.69,0.00,Enzyme,DTO_05007624,84,50
51014,TMED7,0.44,0.81,0.48,Transporter,DTO_05007405,336,656
51062,ATL1,0.59,0.65,0.98,"Enzyme modulator",DTO_05007584,112,118
51079,NDUFA13,0.56,0.69,0.00,Enzyme,DTO_05007624,131,61
51083,GAL,0.49,0.85,0.00,NULL,NULL,226,228
51085,MLXIPL,0.55,0.73,0.05,NULL,NULL,165,99
51094,ADIPOR1,0.53,0.81,0.66,Receptor,DTO_05007575,148,181
51099,ABHD5,0.64,0.54,0.00,NULL,NULL,76,52
51115,RMDN1,0.55,0.77,0.00,NULL,NULL,123,160
51119,SBDS,0.60,0.69,0.00,Enzyme,DTO_05007624,105,79
51129,ANGPTL4,0.50,0.73,0.00,Signaling,DTO_05007599,198,210
51135,IRAK4,0.58,0.77,0.00,Kinase,DTO_03300101,90,76
51141,INSIG2,0.65,0.50,0.06,NULL,NULL,45,68
51147,ING4,0.57,0.58,0.03,"Nucleic acid binding",DTO_05007557,92,96
51150,SDF4,0.60,0.65,0.01,"Calcium-binding protein",DTO_05007616,74,68
51151,SLC45A2,0.63,0.54,0.00,Transporter,DTO_05007405,75,93
51152,LINC00328,0.61,0.69,NULL,NULL,NULL,64,109
51162,EGFL7,0.61,0.58,0.00,"Calcium-binding protein",DTO_05007616,68,56
51164,DCTN4,0.47,0.85,0.73,NULL,NULL,253,319
51176,LEF1,0.49,0.77,1.00,NULL,NULL,211,203
51182,HSPA14,0.50,0.77,0.67,NULL,NULL,178,192
51185,CRBN,0.55,0.65,0.00,Enzyme,DTO_05007624,130,79
51196,PLCE1,0.57,0.65,0.00,Enzyme,DTO_05007624,114,125
51206,GP6,0.60,0.62,0.00,Receptor,DTO_05007575,89,90
51237,MZB1,0.57,0.77,0.00,NULL,NULL,100,80
51251,NT5C3A,0.59,0.69,0.02,Enzyme,DTO_05007624,80,66
51280,GOLM1,0.56,0.69,0.00,NULL,NULL,100,112
51284,TLR7,0.46,0.89,0.98,NULL,NULL,276,420
51297,BPIFA1,0.62,0.58,0.00,NULL,NULL,67,60
51311,TLR8,0.54,0.77,0.32,NULL,NULL,122,128
51312,SLC25A37,0.60,0.73,0.28,Transporter,DTO_05007405,79,57
51330,TNFRSF12A,0.51,0.69,0.02,NULL,NULL,173,145
51341,ZBTB7A,0.56,0.77,0.96,"Transcription factor",DTO_05007542,103,76
51352,WT1-AS,0.60,0.62,NULL,NULL,NULL,71,58
51364,ZMYND10,0.55,0.73,0.00,NULL,NULL,126,75
51374,ATRAID,0.60,0.65,0.00,NULL,NULL,76,57
51393,TRPV2,0.58,0.62,0.00,"Ion channel",DTO_01300327,90,53
51422,PRKAG2,0.58,0.65,1.00,"Enzyme modulator",DTO_05007584,122,112
51473,DCDC2,0.55,0.77,0.00,NULL,NULL,128,165
51477,ISYNA1,0.51,0.77,0.00,NULL,NULL,168,166
51478,HSD17B7,0.58,0.50,0.00,NULL,NULL,81,130
51517,NCKIPSD,0.61,0.58,0.00,NULL,NULL,62,60
51540,SCLY,0.53,0.73,0.00,Enzyme,DTO_05007624,161,243
51547,SIRT7,0.58,0.58,0.00,"Epigenetic regulator",DTO_05007378,80,68
51548,SIRT6,0.50,0.85,0.04,"Epigenetic regulator",DTO_05007378,195,207
51561,IL23A,0.42,0.85,0.36,Signaling,DTO_05007599,427,834
51564,HDAC7,0.60,0.65,1.00,"Epigenetic regulator",DTO_05007378,77,52
51573,GDE1,0.48,0.81,0.00,NULL,NULL,228,279
51592,TRIM33,0.63,0.58,1.00,NULL,NULL,63,56
51594,NBAS,0.57,0.69,0.00,NULL,NULL,123,72
51639,SF3B6,0.54,0.81,0.59,NULL,NULL,116,106
51684,SUFU,0.49,0.77,1.00,NULL,NULL,272,71
51727,CMPK1,0.63,0.58,0.85,Kinase,DTO_03300101,55,56
51738,GHRL,0.52,0.77,0.00,NULL,NULL,183,141
51741,WWOX,0.45,0.81,0.00,Enzyme,DTO_05007624,356,259
51750,RTEL1,0.46,0.81,0.00,Enzyme,DTO_05007624,321,292
51752,ERAP1,0.56,0.69,0.00,Enzyme,DTO_05007624,156,187
51776,MAP3K20,0.56,0.77,0.00,Kinase,DTO_03300101,133,56
51816,ADA2,0.55,0.85,0.00,Enzyme,DTO_05007624,165,95
53335,BCL11A,0.54,0.77,0.97,"Transcription factor",DTO_05007542,154,138
53342,IL17D,0.46,0.81,0.20,NULL,NULL,259,255
53345,TM6SF2,0.64,0.46,0.00,NULL,NULL,51,110
53358,SHC3,0.59,0.73,0.05,Signaling,DTO_05007599,72,62
53373,TPCN1,0.71,0.27,0.00,"Ion channel",DTO_01300327,26,81
53905,DUOX1,0.57,0.69,0.00,Enzyme,DTO_05007624,97,96
54106,TLR9,0.41,0.89,0.00,NULL,NULL,457,681
54187,NANS,0.55,0.69,NULL,Enzyme,DTO_05007624,153,103
54205,CYCS,0.60,0.77,0.64,NULL,NULL,67,51
54206,ERRFI1,0.61,0.54,0.01,NULL,NULL,71,63
54209,TREM2,0.52,0.77,0.00,NULL,NULL,239,324
54210,TREM1,0.52,0.81,0.01,NULL,NULL,172,148
54332,GDAP1,0.61,0.54,0.00,NULL,NULL,96,100
54361,WNT4,0.55,0.73,0.13,Signaling,DTO_05007599,135,92
54386,TERF2IP,0.55,0.73,0.00,NULL,NULL,126,111
54413,NLGN3,0.65,0.46,0.98,NULL,NULL,63,63
54474,KRT20,0.39,0.85,0.00,NULL,NULL,559,1214
54487,DGCR8,0.58,0.73,1.00,NULL,NULL,101,54
54498,SMOX,0.60,0.77,0.40,NULL,NULL,91,96
54509,RHOF,0.64,0.50,0.00,"Enzyme modulator",DTO_05007584,56,163
54535,CCHCR1,0.51,0.81,0.00,NULL,NULL,193,361
54541,DDIT4,0.58,0.77,0.00,NULL,NULL,92,79
54567,DLL4,0.49,0.77,1.00,NULL,NULL,219,157
54575,UGT1A10,0.59,0.62,0.00,NULL,NULL,88,132
54576,UGT1A8,0.59,0.65,0.00,NULL,NULL,90,133
54577,UGT1A7,0.55,0.69,0.00,NULL,NULL,125,170
54578,UGT1A6,0.56,0.65,0.00,NULL,NULL,115,165
54579,UGT1A5,0.66,0.46,0.00,NULL,NULL,53,62
54583,EGLN1,0.54,0.73,0.97,NULL,NULL,130,112
54600,UGT1A9,0.59,0.58,0.00,NULL,NULL,94,89
54657,UGT1A4,0.60,0.65,0.00,NULL,NULL,84,134
54658,UGT1A1,0.46,0.77,0.00,NULL,NULL,302,653
54659,UGT1A3,0.62,0.54,0.00,NULL,NULL,66,73
54664,TMEM106B,0.59,0.46,0.33,NULL,NULL,126,67
54714,CNGB3,0.63,0.19,0.00,"Ion channel",DTO_01300327,67,56
54715,RBFOX1,0.58,0.69,0.95,"Nucleic acid binding",DTO_05007557,103,91
54738,FEV,0.59,0.69,0.01,"Transcription factor",DTO_05007542,86,201
54739,XAF1,0.59,0.77,0.00,NULL,NULL,83,62
54751,FBLIM1,0.57,0.65,0.00,"Enzyme modulator",DTO_05007584,93,103
54790,TET2,0.46,0.81,0.00,NULL,NULL,362,489
54795,TRPM4,0.63,0.58,0.00,"Ion channel",DTO_01300327,73,53
54806,AHI1,0.51,0.85,0.00,NULL,NULL,221,131
54808,DYM,0.56,0.77,0.00,NULL,NULL,155,81
54822,TRPM7,0.53,0.73,0.00,"Ion channel",DTO_01300327,151,118
54829,ASPN,0.64,0.50,0.00,NULL,NULL,51,61
54840,APTX,0.59,0.50,0.00,"Nucleic acid binding",DTO_05007557,94,86
54858,PGPEP1,0.58,0.77,0.01,Enzyme,DTO_05007624,116,127
54880,BCOR,0.47,0.81,1.00,NULL,NULL,314,140
54892,NCAPG2,0.60,0.73,0.98,NULL,NULL,80,129
54894,RNF43,0.58,0.58,0.73,NULL,NULL,88,73
54897,CASZ1,0.55,0.73,1.00,"Transcription factor",DTO_05007542,132,124
54901,CDKAL1,0.62,0.62,0.02,NULL,NULL,86,192
54903,MKS1,0.51,0.77,0.00,"Extracellular structure",DTO_05007621,231,111
54938,SARS2,0.57,0.69,0.00,Enzyme,DTO_05007624,117,254
54949,SDHAF2,0.60,0.69,0.00,NULL,NULL,85,55
54982,CLN6,0.67,0.23,0.00,NULL,NULL,59,50
54984,PINX1,0.59,0.69,0.00,"Enzyme modulator",DTO_05007584,88,64
54997,TESC,0.57,0.69,0.11,NULL,NULL,97,116
55000,TUG1,0.52,0.77,NULL,NULL,NULL,134,175
55004,LAMTOR1,0.60,0.62,0.72,NULL,NULL,81,61
55016,MARCHF1,0.54,0.81,0.01,NULL,NULL,126,111
55024,BANK1,0.65,0.54,0.00,NULL,NULL,51,66
55034,MOCOS,0.62,0.65,0.00,NULL,NULL,81,63
55054,ATG16L1,0.54,0.77,0.96,NULL,NULL,120,230
55065,SLC52A1,0.53,0.77,0.00,Transporter,DTO_05007405,160,170
55107,ANO1,0.52,0.77,0.87,"Ion channel",DTO_01300327,175,203
55145,THAP1,0.64,0.46,0.80,NULL,NULL,51,84
55149,MTPAP,0.58,0.77,1.00,Enzyme,DTO_05007624,104,71
55165,CEP55,0.53,0.73,0.00,NULL,NULL,134,55
55177,RMDN3,0.53,0.77,0.00,NULL,NULL,134,164
55193,PBRM1,0.57,0.62,1.00,"Epigenetic regulator",DTO_05007378,105,139
55213,RCBTB1,0.57,0.69,0.00,"Enzyme modulator",DTO_05007584,112,189
55215,FANCI,0.54,0.73,0.00,NULL,NULL,147,52
55226,NAT10,0.54,0.77,0.00,NULL,NULL,133,142
55248,PACC1,0.57,0.73,0.00,NULL,NULL,100,83
55272,IMP3,0.57,0.46,0.00,"Nucleic acid binding",DTO_05007557,97,57
55278,QRSL1,0.56,0.73,0.00,Enzyme,DTO_05007624,109,98
55279,ZNF654,0.58,0.50,1.00,Enzyme,DTO_05007624,85,93
55294,FBXW7,0.47,0.81,1.00,"Enzyme modulator",DTO_05007584,257,389
55323,LARP6,0.63,0.50,0.67,"Nucleic acid binding",DTO_05007557,51,129
55349,CHDH,0.53,0.77,0.00,Enzyme,DTO_05007624,158,224
55353,LAPTM4B,0.58,0.69,0.00,Transporter,DTO_05007405,88,76
55364,IMPACT,0.59,0.81,0.00,NULL,NULL,85,96
55384,MEG3,0.47,0.85,NULL,NULL,NULL,239,312
55503,TRPV6,0.60,0.62,0.00,"Ion channel",DTO_01300327,82,70
55511,SAGE1,0.59,0.65,0.00,Enzyme,DTO_05007624,78,73
55532,SLC30A10,0.58,0.65,0.98,Transporter,DTO_05007405,120,153
55540,IL17RB,0.60,0.81,0.00,NULL,NULL,68,68
55553,SOX6,0.58,0.62,1.00,NULL,NULL,105,71
55556,ENOSF1,0.62,0.65,0.00,Enzyme,DTO_05007624,59,77
55599,RNPC3,0.61,0.73,0.00,NULL,NULL,73,75
55605,KIF21A,0.65,0.42,0.00,"Cellular structure",DTO_05007530,48,51
55612,FERMT1,0.60,0.58,0.00,NULL,NULL,104,68
55624,POMGNT1,0.54,0.54,0.00,NULL,NULL,188,63
55630,SLC39A4,0.63,0.69,0.00,Transporter,DTO_05007405,87,54
55636,CHD7,0.44,0.85,1.00,NULL,NULL,419,229
55638,SYBU,0.55,0.77,0.00,Transporter,DTO_05007405,120,153
55655,NLRP2,0.52,0.73,0.00,NULL,NULL,155,218
55669,MFN1,0.64,0.58,0.00,Enzyme,DTO_05007624,45,54
55704,CCDC88A,0.61,0.62,1.00,"Enzyme modulator",DTO_05007584,85,50
